Change,Country,Location,Name,NameWoDiacritics,Subdivision,Status,Function,Date,IATA,Coordinates,Remarks,CoordinatesDecimal,Distance,Source
,SK,DBR,Dobrá,Dobra,,AC,-23-----,0507,,4825N 02201E,,"48.41667,22.01667",1,UN/LOCODE
,SK,DF4,Spisský Stiavnik,Spissky Stiavnik,PV,RL,1-3-----,1401,,4900N 02022E,,"49.00000,20.36667",1,UN/LOCODE
,SK,DJA,Dunajská Streda,Dunajska Streda,,RL,--3-----,0607,,4800N 01737E,,"47.9956165,17.6162934",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/2206711
,SK,DJZ,Dunajska Luzna,Dunajska Luzna,BL,RL,--3-----,1207,,4805N 01716E,,"48.0821940,17.2636139",2543,https://www.openstreetmap.org/relation/2207322
,SK,DLV,Dolný Lieskov,Dolny Lieskov,TC,RL,--3-----,0901,,4903N 01825E,,"49.05000,18.41667",1,UN/LOCODE
,SK,DNS,Dolna Streda,Dolna Streda,TA,RL,-----6--,1107,,4816N 01745E,,"48.26667,17.75000",0,UN/LOCODE
,SK,DNV,Dubnica nad Váhom,Dubnica nad Vahom,,RL,-23-----,0601,,4858N 01811E,,"48.96667,18.18333",2,UN/LOCODE
,SK,DOJ,Dojc,Dojc,TA,RL,--3--6--,0901,,4840N 01716E,,"48.66667,17.26667",1,UN/LOCODE
,SK,DOK,Dolny Kubín,Dolny Kubin,ZI,RL,-23-----,0407,,4912N 01918E,,"49.20000,19.30000",2,UN/LOCODE
,SK,DOL,Dol'any,Dol'any,BL,RL,--3-----,1401,,4825N 01723E,,"48.41667,17.38333",N/A (no Nominatim),UN/LOCODE
,SK,DOM,Domica,Domica,KI,AF,--3----B,9803,,4829N 02028E,,"48.4851240,20.4638738",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/12771686
,SK,DOS,Dolný Stál,Dolny Stal,TA,RL,--3--6--,1607,,4756N 01743E,,"47.93333,17.71667",0,UN/LOCODE
,SK,DOV,Dolné Vestenice,Dolne Vestenice,,RL,--3-----,0212,,4842N 01823E,,"48.70000,18.38333",1,UN/LOCODE
,SK,DRC,Drienovec,Drienovec,KI,RL,--3-----,1601,,4837N 02057E,,"48.61667,20.95000",1,UN/LOCODE
,SK,DRI,Drietoma,Drietoma,TC,AF,--3----B,9803,,4854N 01757E,,"48.8944123,17.9563471",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/1796216
,SK,DRZ,Drzenice,Drzenice,NI,RL,-----6--,1007,,4817N 01842E,,"48.28333,18.70000",0,UN/LOCODE
,SK,DTA,Detva,Detva,,RL,--3-----,0101,,4834N 01925E,,"48.5595662,19.4205586",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/2265508
,SK,DUB,Dubova,Dubova,BL,RL,--3-----,1301,,4822N 01720E,,"48.36667,17.33333",0,UN/LOCODE
,SK,DUE,Ducové,Ducove,TA,RL,--3-----,1601,,4837N 01752E,,"48.61667,17.86667",1,UN/LOCODE
,SK,DVE,Drahovce,Drahovce,TA,RL,--3-----,1301,,4831N 01748E,,"48.51667,17.80000",0,UN/LOCODE
,SK,DVO,Dvorniky,Dvorniky,KI,RL,1----6--,0901,,4836N 02050E,,"48.60000,20.83333",0,UN/LOCODE
,SK,DXZ,Valaska,Valaska,BC,RL,1-3-----,1401,,4849N 01935E,,"48.81667,19.58333",1,UN/LOCODE
,SK,DZI,Dvory nad Zitavou,Dvory nad Zitavou,,RL,--3-----,0701,,4759N 01816E,,"47.98333,18.26667",1,UN/LOCODE
,SK,DZJ,Dunajská Luzná,Dunajska Luzna,BL,RL,--3-----,1401,,4805N 01716E,,"48.08333,17.26667",0,UN/LOCODE
,SK,DZR,Dezerice,Dezerice,TC,RL,--3-----,1601,,4846N 01813E,,"48.76667,18.21667",1,UN/LOCODE
,SK,EEC,Zelenec,Zelenec,TA,RL,--3-----,1301,,4820N 01736E,,"48.33333,17.60000",1,UN/LOCODE
,SK,FCE,Fricovce,Fricovce,PV,RL,--3-----,1401,,4901N 02058E,,"49.01667,20.96667",0,UN/LOCODE
,SK,FD3,Krásno,Krasno,TC,RL,1-3-----,1401,,4836N 01819E,,"48.60000,18.31667",1,UN/LOCODE
,SK,FIA,Filakovo,Filakovo,BC,AF,-2------,9803,,4816N 01949E,,"48.2701641,19.8222938",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/2273333
,SK,FNT,Fintice,Fintice,PV,RL,--3-----,2001,,4903N 02118E,,"49.05000,21.30000",1,UN/LOCODE
,SK,GAN,Gan,Gan,TA,RL,--3-----,1001,,4814N 01743E,,"48.23333,17.71667",0,UN/LOCODE
,SK,GBL,Gbely,Gbely,TA,RL,-----6--,1107,,4843N 01708E,,"48.71667,17.13333",1,UN/LOCODE
,SK,GBY,Gbelany,Gbelany,ZI,RL,-----6--,0901,,4913N 01851E,,"49.21667,18.85000",0,UN/LOCODE
,SK,GEM,Gemerska Horka,Gemerska Horka,,RL,--3-----,0507,,4832N 02022E,,"48.53333,20.36667",1,UN/LOCODE
,SK,GIR,Giraltovce,Giraltovce,PV,RL,--3-----,1407,,4907N 02131E,,"49.11667,21.51667",0,UN/LOCODE
,SK,GLA,Gelnica,Gelnica,,RL,-23-----,0601,,4851N 02056E,,"48.85000,20.93333",1,UN/LOCODE
,SK,GLT,Galanta,Galanta,TA,RL,123-----,0407,,4812N 01743E,,"48.20000,17.71667",1,UN/LOCODE
,SK,HAR,Harichovce,Harichovce,,RL,--3-----,0401,,4858N 02035E,,"48.96667,20.58333",1,UN/LOCODE
,SK,HBO,Hurbanovo,Hurbanovo,NI,RL,--3-----,1701,,4752N 01811E,,"47.86667,18.18333",2,UN/LOCODE
,SK,HBV,Hurbanova Ves,Hurbanova Ves,,RL,--3-----,0201,,4809N 01724E,,"48.15000,17.40000",3,UN/LOCODE
,SK,HCV,Hencovce,Hencovce,PV,RL,--3-----,1301,,4853N 02144E,,"48.88333,21.73333",1,UN/LOCODE
,SK,HDL,Handlová,Handlova,,RL,-23-----,0601,,4844N 01846E,,"48.73333,18.76667",0,UN/LOCODE
,SK,HDU,Hronska Dubrava,Hronska Dubrava,BC,RL,--3-----,1707,,4835N 01900E,,"48.58333,19.00000",1,UN/LOCODE
,SK,HHA,Hranicné,Hranicne,,RL,--3-----,0401,,4922N 02043E,,"49.36667,20.71667",2,UN/LOCODE
,SK,HIL,Mojmírovce,Mojmirovce,NI,RL,1-3-----,1401,,4813N 01804E,,"48.21667,18.06667",1,UN/LOCODE
,SK,HKS,Haniska pri Kosiciach,Haniska pri Kosiciach,,AC,--3-----,0507,,4837N 02115E,,"48.619167,21.251389",N/A (no UN/LOCODE),http://www.wikidata.org/entity/Q428663
,SK,HLA,Handlova,Handlova,,RL,--3-----,0607,,4844N 01846E,,"48.7314317,18.7626944",16,https://www.openstreetmap.org/relation/2187795
,SK,HLO,Hlohovec,Hlohovec,TA,RL,-23-----,0507,,4825N 01748E,,"48.41667,17.80000",1,UN/LOCODE
,SK,HML,Hamuliakovo,Hamuliakovo,BL,RL,--3-----,1101,,4802N 01715E,,"48.03333,17.25000",1,UN/LOCODE
,SK,HNA,Hrinová,Hrinova,,RL,--3-----,0212,,4835N 01932E,,"48.58333,19.53333",1,UN/LOCODE
,SK,HNE,Humenné,Humenne,,AC,-23--6--,0507,,4855N 02154E,,"48.91667,21.90000",2,UN/LOCODE
,SK,HNH,Hliník nad Hronom,Hlinik nad Hronom,BC,RL,--3-----,1307,,4833N 01847E,,"48.55000,18.78333",1,UN/LOCODE
,SK,HNT,Hanusovce nad Topl'ou,Hanusovce nad Topl'ou,PV,RL,-----6--,1007,,4902N 02130E,,"49.03333,21.50000",N/A (no Nominatim),UN/LOCODE
,SK,HOE,Holice,Holice,TA,RL,--3-----,1601,,4759N 01729E,,"47.98333,17.48333",1,UN/LOCODE
,SK,HOK,Horná Králová,Horna Kralova,NI,RL,--3-----,1301,,4814N 01755E,,"48.23333,17.91667",1,UN/LOCODE
,SK,HOL,Holíc,Holic,TA,AF,-23----B,0212,,4848N 01710E,,"48.80000,17.16667",1,UN/LOCODE
,SK,HOR,Horovce,Horovce,,RL,-----6--,1001,,4903N 01815E,,"49.0462551,18.2578344",12,https://www.openstreetmap.org/relation/1744851
,SK,HOS,Hostovce,Hostovce,KI,AF,--3----B,9803,,4834N 02051E,,"48.5714757,20.8551192",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/2384727
,SK,HRA,Vinohrady nad Váhom,Vinohrady nad Vahom,TA,RL,--3-----,1707,,4818N 01745E,,"48.30000,17.75000",1,UN/LOCODE
,SK,HRI,Hricov,Hricov,ZI,AF,---4---B,9803,,4914N 01838E,,"49.2319269,18.6323261",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/1859288
,SK,HRN,Hrnciarovce nad Parnou,Hrnciarovce nad Parnou,TA,RL,-23--6--,0901,,4821N 01734E,,"48.35000,17.56667",1,UN/LOCODE
,SK,HRS,Hodrusa,Hodrusa,BC,RL,-----6--,0901,,4828N 01849E,,"48.46667,18.81667",0,UN/LOCODE
,SK,HRV,Hradiste pod Vrátnom,Hradiste pod Vratnom,TA,RL,--3-----,1301,,4838N 01730E,,"48.63333,17.50000",1,UN/LOCODE
,SK,HSM,Horné Srnie,Horne Srnie,TC,AF,--3----B,0201,,4859N 01806E,,"48.9916169,18.1019375",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/1791763
,SK,HST,Horna Streda,Horna Streda,,RL,--3-----,0907,,4840N 01751E,,"48.66667,17.85000",1,UN/LOCODE
,SK,HUL,Hul,Hul,NI,RL,--3-----,1001,,4806N 01816E,,"48.10000,18.26667",0,UN/LOCODE
,SK,HZD,Hniezdne,Hniezdne,PV,RL,--3--6--,1107,,4918N 02038E,,"49.30000,20.63333",0,UN/LOCODE
,SK,ILV,Ilava,Ilava,,AC,-23--6--,0507,,4900N 01813E,,"49.00000,18.21667",1,UN/LOCODE
,SK,ILZ,Zilina,Zilina,,AI,---45---,9601,,4913N 01844E,,"49.2234674,18.7393139",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/1859537
,SK,IPN,Ivanka pri Nitre,Ivanka pri Nitre,NI,RL,--3-----,1201,,4814N 01807E,,"48.23333,18.11667",1,UN/LOCODE
,SK,IVA,Ivanka pri Dunaji,Ivanka pri Dunaji,BL,RL,-----6--,0901,,4811N 01716E,,"48.18333,17.26667",1,UN/LOCODE
,SK,JAO,Jasova,Jasova,NI,RL,--3-----,1007,,4759N 01824E,,"47.98333,18.40000",N/A (coordinate of another UN/LOCODE used),SKJSV
,SK,JAR,Jarovce,Jarovce,BL,AF,--3----B,9803,,4804N 01707E,,"48.0652367,17.1129421",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/2208774
,SK,JAS,Jasenica,Jasenica,,RL,--3-----,0501,,4911N 01827E,,"49.18333,18.45000",0,UN/LOCODE
,SK,JAV,Javorina,Javorina,PV,AF,--3-----,0307,,4916N 02009E,,"49.26667,20.15000",1,UN/LOCODE
,SK,JBE,Jaslovské Bohunice,Jaslovske Bohunice,TA,RL,--3-----,1301,,4828N 01739E,,"48.46667,17.65000",1,UN/LOCODE
,SK,JJJ,Jelsava,Jelsava,BC,RL,-23-----,0901,,4838N 02014E,,"48.63333,20.23333",1,UN/LOCODE
,SK,JKA,Jelka,Jelka,TA,RL,--3-----,1301,,4809N 01731E,,"48.15000,17.51667",1,UN/LOCODE
,SK,JLO,Jablonové,Jablonove,BL,RL,--3-----,0901,,4821N 01706E,,"48.35000,17.10000",0,UN/LOCODE
,SK,JNT,Jablonov nad Turnou,Jablonov nad Turnou,,AC,--3-----,0507,,4835N 02040E,,"48.58333,20.66667",1,UN/LOCODE
,SK,JOS,Jasov,Jasov,KI,RL,--3-----,2001,,4841N 02059E,,"48.68333,20.98333",1,UN/LOCODE
,SK,JRV,Jurova,Jurova,TA,AM,--3-----,2007,,4756N 01731E,,"47.93333,17.51667",0,UN/LOCODE
,SK,JSK,Jesenské,Jesenske,,AC,-23--6--,0507,,4810N 01825E,,"48.16667,18.41667",1,UN/LOCODE
,SK,JSV,Jasová,Jasova,NI,RL,--3-----,1301,,4759N 01824E,,"47.98333,18.40000",0,UN/LOCODE
,SK,K87,Sady nad Torysou,Sady nad Torysou,KI,RL,1-3-----,1401,,4842N 02120E,,"48.70000,21.33333",1,UN/LOCODE
,SK,KA2,Kalinkovo,Kalinkovo,BL,RL,--3-----,1307,,4804N 01715E,,"48.06667,17.25000",1,UN/LOCODE
,SK,KAL,Kalonda,Kalonda,BC,AF,--3----B,9803,,4815N 01939E,,"48.2578802,19.6560315",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/2273322
,SK,KAO,Kolárovo,Kolarovo,NI,RL,123-----,0701,,4754N 01759E,,"47.90000,17.98333",2,UN/LOCODE
,SK,KDV,Krízovany nad Dudváhom,Krizovany nad Dudvahom,,RL,--3--6--,0507,,4820N 01740E,,"48.33333,17.66667",2,UN/LOCODE
,SK,KHC,Kechnec,Kechnec,KI,RL,-23--6--,0901,,4833N 02116E,,"48.55000,21.26667",1,UN/LOCODE
,SK,KHU,Katarinska Huta,Katarinska Huta,,RL,--3-----,0607,,4827N 01937E,,"48.45000,19.61667",2,UN/LOCODE
,SK,KKO,Kuklov,Kuklov,TA,RL,--3-----,1301,,4838N 01705E,,"48.63333,17.08333",2,UN/LOCODE
,SK,KKU,Krásno nad Kysucou,Krasno nad Kysucou,ZI,RL,--3-----,1301,,4923N 01850E,,"49.38333,18.83333",1,UN/LOCODE
,SK,KKV,Krakovany,Krakovany,TA,RL,--3-----,1301,,4837N 01746E,,"48.61667,17.76667",1,UN/LOCODE
,SK,KKY,Kútniky,Kutniky,TA,RL,--3-----,1407,,4758N 01740E,,"47.96667,17.66667",1,UN/LOCODE
,SK,KLO,Klokocov,Klokocov,ZI,AF,--3----B,9803,,4927N 01834E,,"49.4478165,18.5664277",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/2145241
,SK,KNA,Komarno,Komarno,NI,AF,-23-----,9803,,4745N 01808E,,"47.7574079,18.1298249",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/2218900
,SK,KNC,Kamenica nad Cirochou,Kamenica nad Cirochou,PV,RL,--3-----,1807,,4856N 02200E,,"48.93333,22.00000",0,UN/LOCODE
,SK,KNH,Kalná nad Hronom,Kalna nad Hronom,NI,RL,--3-----,1401,,4812N 01831E,,"48.20000,18.51667",0,UN/LOCODE
,SK,KNM,Kysucké Nové Mesto,Kysucke Nove Mesto,,RL,--3-----,0307,,4918N 01847E,,"49.30000,18.78333",0,UN/LOCODE
,SK,KNN,Králová nad Váhom,Kralova nad Vahom,NI,RL,--3-----,1207,,4810N 01751E,,"48.16667,17.85000",0,UN/LOCODE
,SK,KNP,Komarno Port,Komarno Port,NI,AF,1-------,9803,,,,,N/A,N/A
,SK,KNT,Kostany nad Turcom,Kostany nad Turcom,ZI,RL,--3-----,1707,,4902N 01854E,,"49.03333,18.90000",0,UN/LOCODE
,SK,KOC,Kocovce,Kocovce,,RL,--3-----,0407,,4845N 01753E,,"48.75000,17.88333",1,UN/LOCODE
,SK,KOM,Komjatice,Komjatice,NI,RL,--3-----,1601,,4809N 01811E,,"48.15000,18.18333",1,UN/LOCODE
,SK,KOS,Koseca,Koseca,TC,RL,--3-----,1601,,4901N 01816E,,"49.01667,18.26667",1,UN/LOCODE
,SK,KOV,Kovarce,Kovarce,NI,RL,--3-----,1307,,4830N 01810E,,"48.50000,18.16667",1,UN/LOCODE
,SK,KPY,Krompachy,Krompachy,,RL,-23--6--,0601,,4855N 02052E,,"48.91667,20.86667",1,UN/LOCODE
,SK,KRA,Kral,Kral,BC,AF,--3----B,9803,,4820N 02021E,,"48.3283824,20.3420408",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/2274815
,SK,KRC,Kozarovce,Kozarovce,NI,RL,--3-----,1501,,4819N 01832E,,"48.31667,18.53333",1,UN/LOCODE
,SK,KRM,Koromla,Koromla,,AC,--3-----,0507,,4842N 02217E,,"48.70000,22.28333",2,UN/LOCODE
,SK,KRU,Krupina,Krupina,,RL,-23-----,0601,,4821N 01904E,,"48.35000,19.06667",0,UN/LOCODE
,SK,KRV,Kriván,Krivan,,RL,-23-----,0607,,4832N 01926E,,"48.53333,19.43333",1,UN/LOCODE
,SK,KRY,Krízovany,Krizovany,,RL,--3-----,0601,,4859N 02103E,,"48.98333,21.05000",0,UN/LOCODE
,SK,KSC,Kosice,Kosice,KI,AF,-2345---,0401,,4843N 02115E,,"48.71667,21.25000",0,UN/LOCODE
,SK,KSK,Kostolné Kracany,Kostolne Kracany,TA,RL,--3-----,1601,,4758N 01735E,,"47.96667,17.58333",2,UN/LOCODE
,SK,KSY,Kapusany,Kapusany,PV,RL,-23-----,0901,,4903N 02120E,,"49.05000,21.33333",1,UN/LOCODE
,SK,KTK,Kos,Kos,TC,RL,--3-----,1301,,4845N 01835E,,"48.75000,18.58333",2,UN/LOCODE
,SK,KUR,Krusovce,Krusovce,NI,RL,-----6--,1201,,4835N 01812E,,"48.58333,18.20000",1,UN/LOCODE
,SK,KUT,Kúty,Kuty,TA,AF,-23----B,0212,,4840N 01701E,,"48.66667,17.01667",1,UN/LOCODE
,SK,KVE,Kvetoslavov,Kvetoslavov,TA,RL,1----6--,1201,,4803N 01721E,,"48.05000,17.35000",1,UN/LOCODE
,SK,KZK,Kezmarok,Kezmarok,,AC,--3-----,0507,,4908N 02025E,,"49.13333,20.41667",1,UN/LOCODE
,SK,LAD,Lada,Lada,PV,RL,--3-----,1401,,4903N 02122E,,"49.05000,21.36667",1,UN/LOCODE
,SK,LAS,Laskar,Laskar,,RL,-----6--,1107,,4844N 01834E,,"48.73333,18.56667",1,UN/LOCODE
,SK,LAV,Ladomerska Vieska,Ladomerska Vieska,BC,RL,--3-----,1601,,4834N 01852E,,"48.56667,18.86667",1,UN/LOCODE
,SK,LBT,Lubotice,Lubotice,PV,RL,-----6--,1007,,4901N 02117E,,"49.01667,21.28333",1,UN/LOCODE
,SK,LCY,Lúcky,Lucky,KI,RL,-----6--,0901,,4846N 02203E,,"48.76667,22.05000",1,UN/LOCODE
,SK,LEH,Lehota,Lehota,TA,RL,--3-----,1301,,4819N 01800E,,"48.31667,18.00000",1,UN/LOCODE
,SK,LEN,Lenartovce,Lenartovce,BC,AF,-2------,9803,,4818N 02019E,,"48.2999118,20.3106263",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/2274810
,SK,LEO,Leopoldov,Leopoldov,TA,RL,--3-----,1601,,4827N 01746E,,"48.45000,17.76667",1,UN/LOCODE
,SK,LIA,Likavka,Likavka,ZI,RL,--3-----,1707,,4906N 01919E,,"49.10000,19.31667",1,UN/LOCODE
,SK,LIC,Licartovce,Licartovce,PV,RL,--3-----,1601,,4853N 02115E,,"48.88333,21.25000",1,UN/LOCODE
,SK,LIM,Liptovsky Mikulás,Liptovsky Mikulas,,RL,--3-----,0212,,4905N 01937E,,"49.08333,19.61667",0,UN/LOCODE
,SK,LIP,Lipany,Lipany,PV,RL,-----6--,1007,,4909N 02058E,,"49.15000,20.96667",0,UN/LOCODE
,SK,LLA,Lietavska Lucka,Lietavska Lucka,ZI,RL,-----6--,0907,,4910N 01843E,,"49.16667,18.71667",1,UN/LOCODE
,SK,LMH,Luky p Makytou-Horni Lidéc,Luky p Makytou-Horni Lidec,TC,AF,-2-----B,9803,,,,,N/A,N/A
,SK,LMS,Lysa pod Makytou-Strelna,Lysa pod Makytou-Strelna,TC,AF,--3----B,9803,,4912N 01812E,,"49.197222,18.195278",N/A (no UN/LOCODE),http://www.wikidata.org/entity/Q188329
,SK,LNR,Lednické Rovné,Lednicke Rovne,,RL,--3-----,0601,,4904N 01817E,,"49.06667,18.28333",0,UN/LOCODE
,SK,LOV,Lovinobana,Lovinobana,BC,RL,--3-----,1601,,4826N 01936E,,"48.43333,19.60000",1,UN/LOCODE
,SK,LPB,Lehotka Pod Brehmi,Lehotka Pod Brehmi,BC,RL,--3-----,1601,,4832N 01848E,,"48.53333,18.80000",1,UN/LOCODE
,SK,LPJ,Liptovsky Ján,Liptovsky Jan,ZI,RL,--3-----,1407,,4903N 01941E,,"49.05000,19.68333",0,UN/LOCODE
,SK,LPV,Lehota Pod Vtacnikom,Lehota Pod Vtacnikom,TC,RL,--3-----,1601,,4841N 01836E,,"48.68333,18.60000",1,UN/LOCODE
,SK,LSK,Lisková,Liskova,ZI,RL,--3-----,1807,,4905N 01921E,,"49.08333,19.35000",1,UN/LOCODE
,SK,LU8,Lazy pod Makytou,Lazy pod Makytou,TC,RL,--3-----,1501,,4914N 01814E,,"49.23333,18.23333",2,UN/LOCODE
,SK,LUB,Lubeník,Lubenik,BC,RL,-23-----,0901,,4840N 02012E,,"48.66667,20.20000",1,UN/LOCODE
,SK,LUE,Lucenec,Lucenec,,AI,---4----,9601,,4820N 01940E,,"48.3303886,19.6634149",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/2273295
,SK,LUK,Lúka,Luka,TC,RL,--3-----,2001,,4840N 01753E,,"48.66667,17.88333",1,UN/LOCODE
,SK,LUZ,Luzianky,Luzianky,NI,RL,--3-----,0901,,4820N 01803E,,"48.33333,18.05000",2,UN/LOCODE
,SK,LVE,Levice,Levice,,AC,-23-----,0507,,4813N 01836E,,"48.21667,18.60000",0,UN/LOCODE
,SK,LVM,Malé Leváre,Male Levare,BL,RL,-23-----,1701,,4830N 01658E,,"48.50000,16.96667",0,UN/LOCODE
,SK,LYD,Lysá nad Dunajcom,Lysa nad Dunajcom,PV,AF,--3----B,0212,,4924N 02020E,,"49.40000,20.33333",1,UN/LOCODE
,SK,LZO,Lozorno,Lozorno,,RL,-23-----,0601,,4820N 01703E,,"48.33333,17.05000",0,UN/LOCODE
,SK,M7L,Myslina,Myslina,PV,RL,--3-----,1701,,4857N 02151E,,"48.95000,21.85000",1,UN/LOCODE
,SK,MAC,Malacky,Malacky,,AC,-23--6--,0507,,4826N 01701E,,"48.43333,17.01667",0,UN/LOCODE
,SK,MAD,Mad,Mad,TA,RL,-23-----,1207,,4757N 01740E,,"47.95000,17.66667",1,UN/LOCODE
,SK,MAK,Malé Kosihy,Male Kosihy,NI,RL,--3-----,1407,,4755N 01845E,,"47.91667,18.75000",1,UN/LOCODE
,SK,MAL,Malinovo,Malinovo,BL,RL,--3-----,1601,,4810N 01718E,,"48.16667,17.30000",1,UN/LOCODE
,SK,MAO,Macov,Macov,TC,RL,--3-----,0701,,4845N 01829E,,"48.75000,18.48333",3,UN/LOCODE
,SK,MAT,Martovce,Martovce,,RL,1-3-----,0601,,4751N 01807E,,"47.85000,18.11667",1,UN/LOCODE
,SK,MCK,Mocenok,Mocenok,NI,RL,--3-----,1607,,4814N 01756E,,"48.23333,17.93333",1,UN/LOCODE
,SK,MDC,Madunice,Madunice,TA,RL,--3-----,1301,,4829N 01747E,,"48.48333,17.78333",0,UN/LOCODE
,SK,MDK,Modranka,Modranka,TA,RL,--3-----,1407,,4821N 01737E,,"48.35000,17.61667",0,UN/LOCODE
,SK,MDM,Mala Domasa,Mala Domasa,PV,RL,--3-----,0901,,4858N 02143E,,"48.96667,21.71667",1,UN/LOCODE
,SK,MDV,Male Dvorniky,Male Dvorniky,TA,RL,--3-----,1207,,4801N 01739E,,"48.01667,17.65000",1,UN/LOCODE
,SK,MED,Medvedov,Medvedov,TA,AF,--3----B,9803,,4748N 01740E,,"47.8000105,17.6607602",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/2206725
,SK,MES,Mestecko,Mestecko,TC,RL,--3-----,2001,,4910N 01815E,,"49.16667,18.25000",1,UN/LOCODE
,SK,MEZ,Medzilaborce,Medzilaborce,PV,RL,--3-----,1007,,4916N 02155E,,"49.26667,21.91667",1,UN/LOCODE
,SK,MHB,Makov-Horni Becva,Makov-Horni Becva,ZI,AF,--3----B,9803,,4926N 01817E,,"49.432148,18.288613",N/A (no UN/LOCODE),http://www.wikidata.org/entity/Q2232658
,SK,MHC,Michalovce,Michalovce,,AC,-23--6--,0507,,4845N 02155E,,"48.75000,21.91667",0,UN/LOCODE
,SK,MHV,Mochovce,Mochovce,NI,RL,--3-----,1301,,4816N 01827E,,"48.26667,18.45000",1,UN/LOCODE
,SK,MIL,Milhost,Milhost,KI,AF,--3----B,9803,,4832N 02116E,,"48.5378102,21.2666334",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/2384684
,SK,MJ7,Mojs,Mojs,ZI,RL,--3-----,1607,,4912N 01849E,,"49.20000,18.81667",0,UN/LOCODE
,SK,MJH,Majcichov,Majcichov,TA,RL,--3-----,0901,,4817N 01738E,,"48.28333,17.63333",1,UN/LOCODE
,SK,MJV,Matejovce,Matejovce,KI,RL,--3-----,1601,,4855N 02041E,,"48.91667,20.68333",1,UN/LOCODE
,SK,MKS,Maly Krtis,Maly Krtis,BC,RL,--3-----,0901,,4811N 01922E,,"48.18333,19.36667",1,UN/LOCODE
,SK,MLV,Miloslavov,Miloslavov,BL,RL,--3-----,0901,,4806N 01718E,,"48.10000,17.30000",1,UN/LOCODE
,SK,MLY,Sarisské Michal'any,Sarisske Michal'any,,RL,--3-----,0201,,4904N 02107E,,"49.06667,21.11667",N/A (no Nominatim),UN/LOCODE
,SK,MNB,Moldava Nad Bodvou,Moldava Nad Bodvou,KI,RL,--3-----,1601,,4837N 02100E,,"48.61667,21.00000",0,UN/LOCODE
,SK,MNO,Michal Na Ostrove,Michal Na Ostrove,TA,RL,--3-----,1601,,4801N 01730E,,"48.01667,17.50000",1,UN/LOCODE
,SK,MOD,Modra,Modra,,RL,1----6--,1001,,4820N 01719E,,"48.33333,17.31667",1,UN/LOCODE
,SK,MOL,Moravské Lieskové,Moravske Lieskove,TC,AF,--3----B,0212,,4849N 01748E,,"48.81667,17.80000",1,UN/LOCODE
,SK,MPA,Mnísek nad Popradom,Mnisek nad Popradom,PV,AF,--3-----,0212,,4925N 02043E,,"49.41667,20.71667",0,UN/LOCODE
,SK,MRT,Martin,Martin,,RL,--3-----,9704,,4904N 01856E,,"49.0724921,18.9291930",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/2183317
,SK,MSJ,Moravsky Sväty Ján,Moravsky Svaty Jan,TA,AF,--3----B,0212,,4835N 01701E,,"48.58333,17.01667",1,UN/LOCODE
,SK,MUH,Male Uherce,Male Uherce,TC,RL,-----6--,0901,,4837N 01824E,,"48.61667,18.40000",0,UN/LOCODE
,SK,MUV,Markusovce,Markusovce,KI,RL,--3-----,1401,,4855N 02038E,,"48.91667,20.63333",1,UN/LOCODE
,SK,MV4,Marcelova,Marcelova,NI,RL,--3-----,1601,,4747N 01818E,,"47.78333,18.30000",1,UN/LOCODE
,SK,MVA,Matovské Vojkovské,Matovske Vojkovske,,AF,-2------,9803,,4834N 02208E,,"48.5669,22.1414",N/A (no UN/LOCODE),http://www.wikidata.org/entity/Q1073584
,SK,MVV,Michalová,Michalova,BC,RL,--3-----,1401,,4846N 01947E,,"48.76667,19.78333",1,UN/LOCODE
,SK,MYJ,Myjava,Myjava,TC,AF,-2-----B,9803,,4845N 01734E,,"48.7540345,17.5650224",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/2188007
,SK,MYV,Myjava-Vrbovce,Myjava-Vrbovce,TC,AF,--3----B,9803,,4848N 01728E,,"48.7994375,17.4688863",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/2188006
,SK,NAN,Nána,Nana,NI,RL,--3-----,1701,,4749N 01843E,,"47.81667,18.71667",1,UN/LOCODE
,SK,NBA,Nová Bana,Nova Bana,BC,RL,--3--6--,1001,,4826N 01839E,,"48.43333,18.65000",1,UN/LOCODE
